Date,SPX,TNX,VIX
2024-07-16,,4.166999816894531,13.1899995803833
2024-07-17,5588.27001953125,4.145999908447266,14.479999542236328
2024-07-18,5544.58984375,4.189000129699707,15.930000305175781
2024-07-19,5505.0,4.238999843597412,16.520000457763672
2024-07-22,5564.41015625,4.260000228881836,14.90999984741211
2024-07-23,5555.740234375,4.238999843597412,14.720000267028809
2024-07-24,5427.1298828125,4.285999774932861,18.040000915527344
2024-07-25,5399.22021484375,4.25600004196167,18.459999084472656
2024-07-26,5459.10009765625,4.199999809265137,16.389999389648438
2024-07-29,5463.5400390625,4.177999973297119,16.600000381469727
2024-07-30,5436.43994140625,4.14300012588501,17.690000534057617
2024-07-31,5522.2998046875,4.109000205993652,16.360000610351562
2024-08-01,5446.68017578125,3.9760000705718994,18.59000015258789
2024-08-02,5346.56005859375,3.7920000553131104,23.389999389648438
2024-08-05,5186.330078125,3.7850000858306885,38.56999969482422
2024-08-06,5240.02978515625,3.888000011444092,27.709999084472656
2024-08-07,5199.5,3.9679999351501465,27.850000381469727
2024-08-08,5319.31005859375,3.996999979019165,23.790000915527344
2024-08-09,5344.16015625,3.941999912261963,20.3700008392334
2024-08-12,5344.39013671875,3.9089999198913574,20.709999084472656
2024-08-13,5434.43017578125,3.8519999980926514,18.1200008392334
2024-08-14,5455.2099609375,3.819999933242798,16.190000534057617
2024-08-15,5543.22021484375,3.9260001182556152,15.229999542236328
2024-08-16,5554.25,3.8919999599456787,14.800000190734863
2024-08-19,5608.25,3.867000102996826,14.649999618530273
2024-08-20,5597.1201171875,3.818000078201294,15.880000114440918
2024-08-21,5620.85009765625,3.7780001163482666,16.270000457763672
2024-08-22,5570.64013671875,3.861999988555908,17.549999237060547
2024-08-23,5634.60986328125,3.806999921798706,15.859999656677246
2024-08-26,5616.83984375,3.818000078201294,16.149999618530273
2024-08-27,5625.7998046875,3.8329999446868896,15.430000305175781
2024-08-28,5592.18017578125,3.8410000801086426,17.110000610351562
2024-08-29,5591.9599609375,3.867000102996826,15.649999618530273
2024-08-30,5648.39990234375,3.9110000133514404,15.0
2024-09-03,5528.93017578125,3.8440001010894775,20.719999313354492
2024-09-04,5520.06982421875,3.7679998874664307,21.31999969482422
2024-09-05,5503.41015625,3.7309999465942383,19.899999618530273
2024-09-06,5408.419921875,3.7100000381469727,22.3799991607666
2024-09-09,5471.0498046875,3.697000026702881,19.450000762939453
2024-09-10,5495.52001953125,3.6459999084472656,19.079999923706055
2024-09-11,5554.1298828125,3.6530001163482666,17.690000534057617
2024-09-12,5595.759765625,3.680000066757202,17.06999969482422
2024-09-13,5626.02001953125,3.6500000953674316,16.559999465942383
2024-09-16,5633.08984375,3.621000051498413,17.139999389648438
2024-09-17,5634.580078125,3.6419999599456787,17.610000610351562
2024-09-18,5618.259765625,3.684999942779541,18.229999542236328
2024-09-19,5713.64013671875,3.740000009536743,16.329999923706055
2024-09-20,5702.5498046875,3.7279999256134033,16.149999618530273
2024-09-23,5718.56982421875,3.739000082015991,15.890000343322754
2024-09-24,5732.93017578125,3.7360000610351562,15.390000343322754
2024-09-25,5722.259765625,3.7809998989105225,15.40999984741211
2024-09-26,5745.3701171875,3.7909998893737793,15.369999885559082
2024-09-27,5738.169921875,3.749000072479248,16.959999084472656
2024-09-30,5762.47998046875,3.802000045776367,16.729999542236328
2024-10-01,5708.75,3.743000030517578,19.260000228881836
2024-10-02,5709.5400390625,3.7850000858306885,18.899999618530273
2024-10-03,5699.93994140625,3.8499999046325684,20.489999771118164
2024-10-04,5751.06982421875,3.9809999465942383,19.209999084472656
2024-10-07,5695.93994140625,4.026000022888184,22.639999389648438
2024-10-08,5751.1298828125,4.0329999923706055,21.420000076293945
2024-10-09,5792.0400390625,4.066999912261963,20.860000610351562
2024-10-10,5780.0498046875,4.0960001945495605,20.93000030517578
2024-10-11,5815.02978515625,4.072999954223633,20.459999084472656
2024-10-14,5859.85009765625,4.0980000495910645,19.700000762939453
2024-10-15,5815.259765625,4.038000106811523,20.639999389648438
2024-10-16,5842.47021484375,4.015999794006348,19.579999923706055
2024-10-17,5841.47021484375,4.0960001945495605,19.110000610351562
2024-10-18,5864.669921875,4.072999954223633,18.030000686645508
2024-10-21,5853.97998046875,4.182000160217285,18.3700008392334
2024-10-22,5851.2001953125,4.203999996185303,18.200000762939453
2024-10-23,5797.419921875,4.242000102996826,19.239999771118164
2024-10-24,5809.85986328125,4.199999809265137,19.079999923706055
2024-10-25,5808.1201171875,4.23199987411499,20.329999923706055
2024-10-28,5823.52001953125,4.2779998779296875,19.799999237060547
2024-10-29,5832.919921875,4.27400016784668,19.34000015258789
2024-10-30,5813.669921875,4.265999794006348,20.350000381469727
2024-10-31,5705.4501953125,4.283999919891357,23.15999984741211
2024-11-01,5728.7998046875,4.361000061035156,21.8799991607666
2024-11-04,5712.68994140625,4.309000015258789,21.979999542236328
2024-11-05,5782.759765625,4.289000034332275,20.489999771118164
2024-11-06,5929.0400390625,4.426000118255615,16.270000457763672
2024-11-07,5973.10009765625,4.341000080108643,15.199999809265137
2024-11-08,5995.5400390625,4.306000232696533,14.9399995803833
2024-11-11,6001.35009765625,4.308000087738037,14.970000267028809
2024-11-12,5983.990234375,4.432000160217285,14.710000038146973
2024-11-13,5985.3798828125,4.451000213623047,14.020000457763672
2024-11-14,5949.169921875,4.418000221252441,14.3100004196167
2024-11-15,5870.6201171875,4.427999973297119,16.139999389648438
2024-11-18,5893.6201171875,4.414000034332275,15.579999923706055
2024-11-19,5916.97998046875,4.379000186920166,16.350000381469727
2024-11-20,5917.10986328125,4.406000137329102,17.15999984741211
2024-11-21,5948.7099609375,4.432000160217285,16.8700008392334
2024-11-22,5969.33984375,4.409999847412109,15.239999771118164
2024-11-25,5987.3701171875,4.264999866485596,14.600000381469727
2024-11-26,6021.6298828125,4.302000045776367,14.100000381469727
2024-11-27,5998.740234375,4.242000102996826,14.100000381469727
2024-11-29,6032.3798828125,4.177999973297119,13.510000228881836
2024-12-02,6047.14990234375,4.196000099182129,13.34000015258789
2024-12-03,6049.8798828125,4.2230000495910645,13.300000190734863
2024-12-04,6086.490234375,4.179999828338623,13.449999809265137
2024-12-05,6075.10986328125,4.179999828338623,13.539999961853027
2024-12-06,6090.27001953125,4.151000022888184,12.770000457763672
2024-12-09,6052.85009765625,4.198999881744385,14.1899995803833
2024-12-10,6034.91015625,4.2210001945495605,14.180000305175781
